Название,Текущая цена,Старая цена,Скидка,Рейтинг,Отзывы,Категория,Ссылка,Скидка_тг,Ценовой_сегмент,Индекс_популярности
"серьги базовая коллекция бижутерный сплав, стразы",349,349,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-strazy-115138727/?c=750000000,0,Бюджет,0
четки электронные пластик,335,335,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-119270545/?c=750000000,0,Бюджет,0
бусы 803753433 длина 30 см натуральный янтарь без вставок,4700,4700,0%,0,0,all,https://kaspi.kz/shop/p/busy-803753433-dlina-30-sm-natural-nyi-jantar-bez-vstavok-135902745/?c=750000000,0,Премиум,0
"пусеты adaline бижутерный сплав, искусственный жемчуг",135,135,0%,0,0,all,https://kaspi.kz/shop/p/pusety-adaline-bizhuternyi-splav-iskusstvennyi-zhemchug-148583591/?c=750000000,0,Бюджет,0
"конго billiza бижутерный сплав, биопласт, без вставок",250,250,0%,0,0,all,https://kaspi.kz/shop/p/kongo-billiza-bizhuternyi-splav-bioplast-bez-vstavok-143656347/?c=750000000,0,Бюджет,0
"серьги montie базовая коллекция медь, искусственный жемчуг",250,250,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-montie-bazovaja-kollektsija-med-iskusstvennyi-zhemchug-131108288/?c=750000000,0,Бюджет,0
"тика на голову бижутерный сплав, без вставок",1892,1892,0%,0,0,all,https://kaspi.kz/shop/p/tika-na-golovu-bizhuternyi-splav-bez-vstavok-138256298/?c=750000000,0,Премиум,0
"серьги larey сиреневая симфония бижутерный сплав, эмаль, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-sirenevaja-simfonija-bizhuternyi-splav-emal-strazy-143338393/?c=750000000,0,Средний,0
"серьги базовая коллекция бижутерный сплав, без вставок",598,598,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-116839322/?c=750000000,0,Средний,0
"серьги xuping jewelry n бижутерный сплав, кристаллы swarovski",897,897,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-xuping-jewelry-n-bizhuternyi-splav-kristally-swarovski-106869661/?c=750000000,0,Средний,0
"медицинская сталь, медицинское золото, перламутр",1733,1733,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskaja-stal-meditsinskoe-zoloto-perlamutr-142721153/?c=750000000,0,Премиум,0
"серьги базовая коллекция бижутерный сплав, текстиль, бисер",236,236,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-tekstil-biser-129729938/?c=750000000,0,Бюджет,0
"лабрет agniya хирургическая сталь, фианит, длина 6мм мм",1500,1500,0%,0,0,all,https://kaspi.kz/shop/p/labret-agniya-bazovaja-kollektsija-hirurgicheskaja-stal-fianit-142168320/?c=750000000,0,Премиум,0
четки ручные магнит,516,516,0%,0,0,all,https://kaspi.kz/shop/p/chetki-ruchnye-magnit-150184677/?c=750000000,0,Средний,0
"серьги зима 2024 2025 мельхиор, без вставок",190,190,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-zima-2024-2025-mel-hior-bez-vstavok-132107507/?c=750000000,0,Бюджет,0
"колье серебро якутии любовь на арабском серебро 45 длина 45 см вес 3.5 г серебро, фианит",3988,3988,0%,0,0,all,https://kaspi.kz/shop/p/kol-e-serebro-jakutii-ljubov-na-arabskom-serebro-45-dlina-45-sm-ves-3-5-g-serebro-fianit-116798547/?c=750000000,0,Премиум,0
"серьги серебро россии серебро серьги вес 3 г серебро, цирконий",4996,4996,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-serebro-rossii-serebro-ser-gi-ves-3-g-serebro-tsirkonii-132887058/?c=750000000,0,Премиум,0
цепь larey клевер длина 40 см бижутерный сплав страз,690,690,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-klever-dlina-40-sm-bizhuternyi-splav-straz-152666896/?c=750000000,0,Средний,0
четки ручные пластик 21 см,1790,1790,0%,0,0,all,https://kaspi.kz/shop/p/chetki-ruchnye-plastik-21-sm-155174478/?c=750000000,0,Премиум,0
"кольцо ademiai размер регулируемый титан, без вставок",718,718,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-ademiai-razmer-reguliruemyi-titan-bez-vstavok-136625593/?c=750000000,0,Средний,0
"серьги jewelry базовая коллекция бижутерный сплав, без вставок",319,319,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-jewelry-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-113101131/?c=750000000,0,Бюджет,0
"серьги бижутерный сплав, ювелирная смола",379,379,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-juvelirnaja-smola-115959661/?c=750000000,0,Бюджет,0
цепь длина 50 см сталь без вставок,355,355,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-50-sm-stal-bez-vstavok-119069197/?c=750000000,0,Бюджет,0
"larey бижутерный сплав, без вставок",1690,1690,0%,0,0,all,https://kaspi.kz/shop/p/larey-bizhuternyi-splav-bez-vstavok-147851601/?c=750000000,0,Премиум,0
"emeli lux 2568990 длина 20 см, вес 20 г серебро, плетение отсутствует",23000,23000,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-2568990-dlina-20-sm-ves-20-g-serebro-pletenie-otsutstvuet-140744382/?c=750000000,0,Премиум,0
"набор базовая коллекция бижутерный сплав, без вставок",705,705,0%,0,0,all,https://kaspi.kz/shop/p/nabor-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-110516887/?c=750000000,0,Средний,0
"larey бижутерный сплав, искусственный жемчуг",2500,2500,0%,0,0,all,https://kaspi.kz/shop/p/larey-bizhuternyi-splav-iskusstvennyi-zhemchug-143893239/?c=750000000,0,Премиум,0
"larey 9865566666 длина 18 см ювелирный сплав, агат",990,990,0%,0,0,all,https://kaspi.kz/shop/p/larey-9865566666-dlina-18-sm-juvelirnyi-splav-agat-116088274/?c=750000000,0,Средний,0
"серьги larey clawlight бижутерный сплав, стразы",790,790,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-clawlight-bizhuternyi-splav-strazy-145818480/?c=750000000,0,Средний,0
"серьги montie бижутерный сплав, без вставок",250,250,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-montie-bizhuternyi-splav-bez-vstavok-150464266/?c=750000000,0,Бюджет,0
pocket scale настольные до 300 точность измерения 0.01,1385,1385,0%,0,0,all,https://kaspi.kz/shop/p/pocket-scale-nastol-nye-do-300-tochnost-izmerenija-0-01-105464049/?c=750000000,0,Премиум,0
"длина 40 см бижутерный сплав, бисер",849,849,0%,0,0,all,https://kaspi.kz/shop/p/dlina-40-sm-bizhuternyi-splav-biser-120472393/?c=750000000,0,Средний,0
"серьги базовая коллекция бижутерный сплав, без вставок",446,446,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-135805901/?c=750000000,0,Средний,0
"m gold медицинская сталь, кристаллы",1996,1996,0%,0,0,all,https://kaspi.kz/shop/p/m-gold-meditsinskaja-stal-kristally-116571294/?c=750000000,0,Премиум,0
"17066175_833803 длина 16 см натуральная кожа, искусственная кожа, металл",1523,1523,0%,0,0,all,https://kaspi.kz/shop/p/17066175-833803-dlina-16-sm-natural-naja-kozha-iskusstvennaja-kozha-metall-110231115/?c=750000000,0,Премиум,0
"колье diamant 3659884563 длина 45 см вес 2.32 г серебро, без вставок",8499,8499,0%,0,0,all,https://kaspi.kz/shop/p/kol-e-diamant-3659884563-dlina-45-sm-ves-2-32-g-serebro-bez-vstavok-115423302/?c=750000000,0,Премиум,0
"подвеска серебро россии 200000000231 вес 3.27 г серебро, цирконий",1997,1997,0%,0,0,all,https://kaspi.kz/shop/p/podveska-serebro-rossii-200000000231-ves-3-27-g-serebro-tsirkonii-111471154/?c=750000000,0,Премиум,0
"xuping jewelry медицинская сталь, медицинское золото, фианит",2963,2963,0%,0,0,all,https://kaspi.kz/shop/p/xuping-jewelry-meditsinskaja-stal-meditsinskoe-zoloto-fianit-133001350/?c=750000000,0,Премиум,0
цепь larey длина 60 см бижутерный сплав эмаль,990,990,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-7436896568-dlina-60-sm-bizhuternyi-splav-emal--116042167/?c=750000000,0,Средний,0
"sokolov set-87010028_19 вес 4 г серебро, бриллиант",32283,32283,0%,0,0,all,https://kaspi.kz/shop/p/sokolov-set-87010028-19-ves-4-g-serebro-brilliant-102602187/?c=750000000,0,Премиум,0
akadi портативные до 500 точность измерения 0.01,3390,3390,0%,0,0,all,https://kaspi.kz/shop/p/akadi-portativnye-do-500-tochnost-izmerenija-0-01-134006973/?c=750000000,0,Премиум,0
"колье 18 карат 34566 длина 45 см вес 2.8 г серебро, без вставок",1380,1380,0%,0,0,all,https://kaspi.kz/shop/p/kol-e-18-karat-34566-dlina-45-sm-ves-2-8-g-serebro-bez-vstavok-140328870/?c=750000000,0,Премиум,0
"пусеты laviloom kitty вес 1 г серебро, сплав покрытый золотом 18к, эмаль",8500,8500,0%,0,0,all,https://kaspi.kz/shop/p/pusety-laviloom-kitty-ves-1-g-serebro-splav-pokrytyi-zolotom-18k-emal--142632329/?c=750000000,0,Премиум,0
"конго серебрико белое серебро конго серьги с узорами вес 1.7 г серебро, без вставок",499,499,0%,0,0,all,https://kaspi.kz/shop/p/kongo-serebriko-beloe-serebro-kongo-ser-gi-s-uzorami-ves-1-7-g-serebro-bez-vstavok-146453440/?c=750000000,0,Средний,0
"серьги базовая коллекция бижутерный сплав, без вставок",734,734,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-140323101/?c=750000000,0,Средний,0
"серьги larey interlock silver нержавеющая сталь, без вставок",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-interlock-silver-nerzhavejuschaja-stal-bez-vstavok-154401411/?c=750000000,0,Средний,0
"серьги sakina.kz клевер медицинское золото, перламутр",4980,4980,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-sakina-kz-klever-meditsinskoe-zoloto-perlamutr-123486350/?c=750000000,0,Премиум,0
"hello kitty бижутерный сплав, фианит",1589,1589,0%,0,0,all,https://kaspi.kz/shop/p/hello-kitty-bizhuternyi-splav-fianit-149944860/?c=750000000,0,Премиум,0
"пусеты serelux лабораторные бриллианты с сертификатом gra вес 2.14 г серебро, муассанит",12997,12997,0%,0,0,all,https://kaspi.kz/shop/p/pusety-serelux-laboratornye-brillianty-s-sertifikatom-gra-ves-2-14-g-serebro-muassanit-147505586/?c=750000000,0,Премиум,0
"кольцо billiza ring white and gold размер регулируемый бижутерный сплав, без вставок",190,190,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-billiza-ring-white-and-gold-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-135738054/?c=750000000,0,Бюджет,0
"fashion jewelry n длина 45 см бижутерный сплав, без вставок",250,250,0%,0,0,all,https://kaspi.kz/shop/p/fashion-jewelry-n-dlina-45-sm-bizhuternyi-splav-bez-vstavok-109240327/?c=750000000,0,Бюджет,0
"серьги monika jewelers n бижутерный сплав, искусственный жемчуг",391,391,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-monika-jewelers-n-bizhuternyi-splav-iskusstvennyi-zhemchug-108791394/?c=750000000,0,Бюджет,0
цепь dina 2шт длина 45 см бижутерный сплав без вставок,990,990,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dina-2sht-dlina-45-sm-bizhuternyi-splav-bez-vstavok-146671893/?c=750000000,0,Средний,0
"серьги бижутерный сплав, без вставок",884,884,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-bez-vstavok-115273901/?c=750000000,0,Средний,0
"- длина 15 см бижутерный сплав, без вставок",394,394,0%,0,0,all,https://kaspi.kz/shop/p/--dlina-15-sm-bizhuternyi-splav-bez-vstavok-134297867/?c=750000000,0,Бюджет,0
"16332026_368496 длина 20 см, вес 2.06 г серебро, плетение якорное",794,794,0%,0,0,all,https://kaspi.kz/shop/p/16332026-368496-dlina-20-sm-ves-2-06-g-serebro-pletenie-jakornoe-116333563/?c=750000000,0,Средний,0
"бижутерный сплав, жемчуг",1349,1349,0%,0,0,all,https://kaspi.kz/shop/p/tika-na-golovu-bizhuternyi-splav-zhemchug-130644057/?c=750000000,0,Премиум,0
четки электронные пластик без камней,306,306,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-bez-kamnei-133829708/?c=750000000,0,Бюджет,0
"кольцо размер регулируемый бижутерный сплав, без вставок",121,121,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-120054400/?c=750000000,0,Бюджет,0
бусы abc fashion 18428122_540388 длина 160 см бижутерный сплав жемчуг,700,700,0%,0,0,all,https://kaspi.kz/shop/p/busy-abc-fashion-18428122-540388-dlina-160-sm-bizhuternyi-splav-zhemchug-129739232/?c=750000000,0,Средний,0
"бусы monnica многоярусные бусы сотуар клевер длина 160 см бижутерный сплав жемчуг, страз",1240,1240,0%,0,0,all,https://kaspi.kz/shop/p/busy-monnica-mnogojarusnye-busy-sotuar-klever-dlina-160-sm-bizhuternyi-splav-zhemchug-straz-131091830/?c=750000000,0,Премиум,0
"кафф да бижутерный сплав, искусственный камень",382,382,0%,0,0,all,https://kaspi.kz/shop/p/kaff-da-bizhuternyi-splav-iskusstvennyi-kamen--131543942/?c=750000000,0,Бюджет,0
"серьги larey стальной стиль бижутерный сплав, без вставок",790,790,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-stal-noi-stil-bizhuternyi-splav-bez-vstavok-144850219/?c=750000000,0,Средний,0
цепь larey 7435667 длина 40 см бижутерный сплав страз,990,990,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-7435667-dlina-40-sm-bizhuternyi-splav-straz-122242612/?c=750000000,0,Средний,0
цепь larey клевер длина 40 см бижутерный сплав страз,689,689,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-klever-dlina-40-sm-bizhuternyi-splav-straz-152666906/?c=750000000,0,Средний,0
"пусеты базовая коллекция пластик, стразы",294,294,0%,0,0,all,https://kaspi.kz/shop/p/pusety-bazovaja-kollektsija-plastik-strazy-119999944/?c=750000000,0,Бюджет,0
"серьги базовая коллекция бижутерный сплав, без вставок",300,300,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-110460485/?c=750000000,0,Бюджет,0
"gold jk 1233446 вес 12 г серебро, муассанит",4500,4500,0%,0,0,all,https://kaspi.kz/shop/p/gold-jk-1233446-ves-12-g-serebro-muassanit-108659125/?c=750000000,0,Премиум,0
чокер чокер этно длина 30 см мельхиор без вставок,690,690,0%,0,0,all,https://kaspi.kz/shop/p/choker-choker-etno-dlina-30-sm-mel-hior-bez-vstavok-135250681/?c=750000000,0,Средний,0
"конго dina бижутерный сплав, без вставок",289,289,0%,0,0,all,https://kaspi.kz/shop/p/kongo-dina-bizhuternyi-splav-bez-vstavok-148761862/?c=750000000,0,Бюджет,0
цепь larey длина 60 см бижутерный сплав эмаль,990,990,0%,0,0,all,https://kaspi.kz/shop/p/tsep-larey-442004-dlina-60-sm-bizhuternyi-splav-emal--110653257/?c=750000000,0,Средний,0
"кольцо xuping jewelry размер 16 медицинский сплав, фианит",991,991,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-xuping-jewelry-razmer-16-meditsinskii-splav-fianit-109287117/?c=750000000,0,Премиум,0
"подвеска серебро россии 012 вес 2.5 г серебро, фианит",1140,1140,0%,0,0,all,https://kaspi.kz/shop/p/podveska-serebro-rossii-012-ves-2-5-g-serebro-fianit-106197156/?c=750000000,0,Премиум,0
"брошь dameli accessories базовая коллекция искусственный шелк, без вставок",949,949,0%,0,0,all,https://kaspi.kz/shop/p/brosh-dameli-accessories-bazovaja-kollektsija-iskusstvennyi-shelk-bez-vstavok-118700226/?c=750000000,0,Средний,0
чокер larey 299992 длина 35 см бижутерный сплав искусственный жемчуг,990,990,0%,0,0,all,https://kaspi.kz/shop/p/choker-larey-299992-dlina-35-sm-bizhuternyi-splav-iskusstvennyi-zhemchug-109119208/?c=750000000,0,Средний,0
"silver бижутерный сплав, фианит",1147,1147,0%,0,0,all,https://kaspi.kz/shop/p/silver-bizhuternyi-splav-fianit-110392129/?c=750000000,0,Премиум,0
"цепь сотуар в национальном стиле длина 130 см титан, нержавеющая сталь жемчуг",1773,1773,0%,0,0,all,https://kaspi.kz/shop/p/tsep-sotuar-v-natsional-nom-stile-dlina-130-sm-titan-nerzhavejuschaja-stal-zhemchug-137262861/?c=750000000,0,Премиум,0
"серьги бижутерный сплав, аквамарин",420,420,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bizhuternyi-splav-akvamarin-120193350/?c=750000000,0,Бюджет,0
"набор размер регулируемый бижутерный сплав, без вставок",449,449,0%,0,0,all,https://kaspi.kz/shop/p/nabor-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-110420252/?c=750000000,0,Средний,0
цепь длина 50 см медицинское золото фианит,740,740,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-50-sm-meditsinskoe-zoloto-fianit-117016565/?c=750000000,0,Средний,0
цепь stainless steel 8338 длина 40 см бижутерный сплав страз,798,798,0%,0,0,all,https://kaspi.kz/shop/p/tsep-stainless-steel-8338-dlina-40-sm-bizhuternyi-splav-straz-124220394/?c=750000000,0,Средний,0
"sokolov 968020302 длина 45 см, вес 1.57 г серебро, плетение панцирное",5100,5100,0%,0,0,all,https://kaspi.kz/shop/p/sokolov-968020302-dlina-45-sm-ves-1-57-g-serebro-pletenie-pantsirnoe-113314887/?c=750000000,0,Премиум,0
"пояс бижутерный сплав, текстиль, без вставок",1990,1990,0%,0,0,all,https://kaspi.kz/shop/p/pojas-bizhuternyi-splav-tekstil-bez-vstavok-150418113/?c=750000000,0,Премиум,0
"набор 30334355_703997855 размер регулируемый бижутерный сплав, кристаллы swarovski, серебристый",700,700,0%,0,0,all,https://kaspi.kz/shop/p/nabor-30334355-703997855-razmer-reguliruemyi-bizhuternyi-splav-kristally-swarovski-serebristyi-146098548/?c=750000000,0,Средний,0
"серьги sokolov 93020024 вес 1.44 г серебро, фианит",10000,10000,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-sokolov-93020024-ves-1-44-g-serebro-fianit-109195213/?c=750000000,0,Премиум,0
цепь bgl store 0229 длина 43 см бижутерный сплав страз,370,370,0%,0,0,all,https://kaspi.kz/shop/p/tsep-bgl-store-0229-dlina-43-sm-bizhuternyi-splav-straz-150469699/?c=750000000,0,Бюджет,0
"30029901_602931 длина 14 см бижутерный сплав, без вставок",800,800,0%,0,0,all,https://kaspi.kz/shop/p/30029901-602931-dlina-14-sm-bizhuternyi-splav-bez-vstavok-115001466/?c=750000000,0,Средний,0
"серьги-цепочки нержавеющая сталь, без вставок",1389,1389,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-tsepochki-nerzhavejuschaja-stal-bez-vstavok-115892220/?c=750000000,0,Премиум,0
"подвеска кулон ключ эрена йегера из аниме атака титанов металл, без вставок",1446,1446,0%,0,0,all,https://kaspi.kz/shop/p/podveska-kulon-kljuch-erena-iegera-iz-anime-ataka-titanov-metall-bez-vstavok-141039959/?c=750000000,0,Премиум,0
"emeli lux 00003 вес 8.5 г сплав покрытый серебром 925, фианит",9998,9998,0%,0,0,all,https://kaspi.kz/shop/p/emeli-lux-00003-ves-8-5-g-splav-pokrytyi-serebrom-925-fianit-143096538/?c=750000000,0,Премиум,0
"кафф chengse базовая коллекция бижутерный сплав, медицинская сталь, стразы",360,360,0%,0,0,all,https://kaspi.kz/shop/p/kaff-chengse-bazovaja-kollektsija-bizhuternyi-splav-meditsinskaja-stal-strazy-112257779/?c=750000000,0,Бюджет,0
"кольцо billiza ring heart gold размер регулируемый бижутерный сплав, без вставок",199,199,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-billiza-ring-heart-gold-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-134424405/?c=750000000,0,Бюджет,0
"585 золотой бижутерный сплав, медицинское золото, стразы",2287,2287,0%,0,0,all,https://kaspi.kz/shop/p/585-zolotoi-bizhuternyi-splav-meditsinskoe-zoloto-strazy-136453867/?c=750000000,0,Премиум,0
"серьги медицинская сталь, эмаль",370,370,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-meditsinskaja-stal-emal--113955675/?c=750000000,0,Бюджет,0
"toptrend бижутерный сплав, стразы",999,999,0%,0,0,all,https://kaspi.kz/shop/p/toptrend-bizhuternyi-splav-strazy-145838513/?c=750000000,0,Премиум,0
"серьги sokolov 93020715-sk24 вес 2.06 г серебро, фианит",18159,18159,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-sokolov-93020715-sk24-ves-2-06-g-serebro-fianit-102073861/?c=750000000,0,Премиум,0
"кафф базовая коллекция бижутерный сплав, без вставок",469,469,0%,0,0,all,https://kaspi.kz/shop/p/kaff-bazovaja-kollektsija-bizhuternyi-splav-bez-vstavok-114857971/?c=750000000,0,Средний,0
"серьги otachi бижутерный сплав, без вставок",850,850,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-otachi-345678-bizhuternyi-splav-bez-vstavok-141169098/?c=750000000,0,Средний,0
"серьги базовая коллекция бижутерный сплав, искусственный жемчуг",954,954,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-bizhuternyi-splav-iskusstvennyi-zhemchug-121354093/?c=750000000,0,Средний,0
"брошь modu бижутерный сплав, стразы",350,350,0%,0,0,all,https://kaspi.kz/shop/p/brosh-modu-bazovaja-kollektsija-bizhuternyi-splav-strazy-135656922/?c=750000000,0,Бюджет,0
"золото бижутерный сплав, медицинское золото, изумруд",4460,4460,0%,0,0,all,https://kaspi.kz/shop/p/zoloto-bizhuternyi-splav-meditsinskoe-zoloto-izumrud-119659771/?c=750000000,0,Премиум,0
"кольцо 30278460_meleri размер регулируемый бижутерный сплав, без вставок",750,750,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-30278460-meleri-razmer-reguliruemyi-bizhuternyi-splav-bez-vstavok-142345383/?c=750000000,0,Средний,0
"серьги золото бижутерный сплав, стекло",450,450,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-zoloto-bizhuternyi-splav-steklo-116103863/?c=750000000,0,Средний,0
"бижутерный сплав, без вставок",1086,1086,0%,0,0,all,https://kaspi.kz/shop/p/bizhuternyi-splav-bez-vstavok-130791328/?c=750000000,0,Премиум,0
"цепь длина 50 см нержавеющая сталь, медицинская сталь без вставок",999,999,0%,0,0,all,https://kaspi.kz/shop/p/tsep-dlina-50-sm-nerzhavejuschaja-stal-meditsinskaja-stal-bez-vstavok-116619277/?c=750000000,0,Премиум,0
четки электронные пластик,416,416,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-119249590/?c=750000000,0,Бюджет,0
"конго toptrend бижутерный сплав, без вставок",869,869,0%,0,0,all,https://kaspi.kz/shop/p/kongo-toptrend-bizhuternyi-splav-bez-vstavok-144545957/?c=750000000,0,Средний,0
"серьги титан, эмаль",208,208,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-titan-emal--145506225/?c=750000000,0,Бюджет,0
"медицинская сталь, медицинское золото, фианит",1800,1800,0%,0,0,all,https://kaspi.kz/shop/p/meditsinskaja-stal-meditsinskoe-zoloto-fianit-124401108/?c=750000000,0,Премиум,0
"эрме длина 22 см искусственная кожа, металл",679,679,0%,0,0,all,https://kaspi.kz/shop/p/erme-dlina-22-sm-iskusstvennaja-kozha-metall-131589034/?c=750000000,0,Средний,0
"серьги zaamii титан, стразы",600,600,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-zaamii-titan-strazy-149129895/?c=750000000,0,Средний,0
четки электронные пластик 15 см,98,98,0%,0,0,all,https://kaspi.kz/shop/p/chetki-elektronnye-plastik-15-sm-108874149/?c=750000000,0,Бюджет,0
цепь gulmi n длина 50 см нержавеющая сталь стекло,800,800,0%,0,0,all,https://kaspi.kz/shop/p/tsep-gulmi-n-dlina-50-sm-nerzhavejuschaja-stal-steklo-105534516/?c=750000000,0,Средний,0
"серьги базовая коллекция медицинская сталь, медицинское золото, без вставок",743,743,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-bazovaja-kollektsija-meditsinskaja-stal-meditsinskoe-zoloto-bez-vstavok-136691322/?c=750000000,0,Средний,0
"пусеты stainless steel 2024 нержавеющая сталь, без вставок",990,990,0%,0,0,all,https://kaspi.kz/shop/p/pusety-stainless-steel-2024-nerzhavejuschaja-stal-bez-vstavok-121122776/?c=750000000,0,Средний,0
"конго xuping медицинское золото, без вставок",852,852,0%,0,0,all,https://kaspi.kz/shop/p/kongo-xuping-meditsinskoe-zoloto-bez-vstavok-135375974/?c=750000000,0,Средний,0
"серьги larey lueur silver бижутерный сплав, стразы",890,890,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-lueur-silver-bizhuternyi-splav-strazy-154628324/?c=750000000,0,Средний,0
"silver star 25772168 вес 4.9 г серебро, циркон",4650,4650,0%,0,0,all,https://kaspi.kz/shop/p/silver-star-25772168-ves-4-9-g-serebro-tsirkon-137926808/?c=750000000,0,Премиум,0
"18099313_браслет черный нитка длина 17 см текстиль, бисер",345,345,0%,0,0,all,https://kaspi.kz/shop/p/18099313-braslet-chernyi-nitka-dlina-17-sm-tekstil-biser-116104966/?c=750000000,0,Бюджет,0
"серьги титан, нержавеющая сталь, бижутерный сплав, без вставок",486,486,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-titan-nerzhavejuschaja-stal-bizhuternyi-splav-bez-vstavok-120843016/?c=750000000,0,Средний,0
"серьги nina medical базовая коллекция медицинская сталь, сапфир",650,650,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-nina-medical-bazovaja-kollektsija-meditsinskaja-stal-sapfir-109891489/?c=750000000,0,Средний,0
"fashion jewelry 55 длина 21 см натуральный камень, говлит, шунгит",627,627,0%,0,0,all,https://kaspi.kz/shop/p/fashion-jewelry-55-dlina-21-sm-natural-nyi-kamen-govlit-shungit-120543966/?c=750000000,0,Средний,0
"кольцо обручальное xuping jewelry размер 18 медицинское золото, без вставок",689,689,0%,0,0,all,https://kaspi.kz/shop/p/kol-tso-obruchal-noe-xuping-jewelry-razmer-18-meditsinskoe-zoloto-bez-vstavok-119134870/?c=750000000,0,Средний,0
"серьги larey танец бабочек 2 пары бижутерный сплав, эмаль, искусственный жемчуг",1270,1270,0%,0,0,all,https://kaspi.kz/shop/p/ser-gi-larey-tanets-babochek-2-pary-bizhuternyi-splav-emal-iskusstvennyi-zhemchug-145351893/?c=750000000,0,Премиум,0
"sokolov 965090402 длина 17 см, вес 1.43 г серебро, плетение сингапур",5770,5770,0%,0,0,all,https://kaspi.kz/shop/p/sokolov-965090402-dlina-17-sm-ves-1-43-g-serebro-pletenie-singapur-107530792/?c=750000000,0,Премиум,0
"argentum r3310 размер 17 вес 3 г серебро, фианит",1997,1997,0%,0,0,all,https://kaspi.kz/shop/p/argentum-r3310-razmer-17-ves-3-g-serebro-fianit-129013926/?c=750000000,0,Премиум,0
"пусеты billiza медицинское золото, пластик",199,199,0%,0,0,all,https://kaspi.kz/shop/p/pusety-billiza-meditsinskoe-zoloto-plastik-135743777/?c=750000000,0,Бюджет,0
